;Test;DeltaOz-O1O2;ThetaOz-O1O2;AlphaOz-O1O2;BetaOz-O1O2;DeltaOz-PO;ThetaOz-PO;AlphaOz-PO;BetaOz-PO;DeltaOz-POL;ThetaOz-POL;AlphaOz-POL;BetaOz-POL;DeltaOz-POR;ThetaOz-POR;AlphaOz-POR;BetaOz-POR;DeltaO1O2-PO;ThetaO1O2-PO;AlphaO1O2-PO;BetaO1O2-PO;DeltaO1O2-POL;ThetaO1O2-POL;AlphaO1O2-POL;BetaO1O2-POL;DeltaO1O2-POR;ThetaO1O2-POR;AlphaO1O2-POR;BetaO1O2-POR;DeltaPO-POL;ThetaPO-POL;AlphaPO-POL;BetaPO-POL;DeltaPO-POR;ThetaPO-POR;AlphaPO-POR;BetaPO-POR;DeltaPOL-POR;ThetaPOL-POR;AlphaPOL-POR;BetaPOL-POR;SCORE_1;SCORE_2;SCORE_3;SCORE_4;SCORE_5;SCORE_6;SCORE_7;SCORE_8;Delta;Theta;Alpha;Beta
S20;Reposo_EEG;10.61205794;10.40254122;40.310233;108.2810744;10.53249747;13.76978413;37.02334924;94.60999855;13.20269685;14.23722426;35.72070053;97.25372018;15.62843102;19.03603694;41.56130854;117.1930362;22.21723343;27.04397737;45.8683332;150.3736469;31.05009026;30.62797943;43.90435653;144.7703072;25.27853346;25.67439234;45.98704267;145.7956173;32.9871781;34.31387836;46.82032538;154.0568552;31.63214259;31.32181949;42.93614112;137.9790251;33.13995289;28.57935834;37.60067581;115.8426852;0.532469;-11.8105;4.4944;-3.61106;-5.27227;-4.82694;1.52649;-5.57082;22.6280814;23.50069919;41.7732466;126.6155966
S22;Reposo_EEG;28.9943589;32.53360005;43.89633358;153.2949559;12.34905546;17.86036633;34.01009907;112.8281179;25.89308123;27.75006439;38.34217134;143.8329332;22.33663825;27.88516197;37.16899014;144.5205373;26.07626996;28.59886186;43.41172355;144.6574355;36.21487063;34.03616812;44.21508298;159.0200313;30.60722613;34.17770335;43.41232615;154.5915992;29.27470696;32.2602651;45.26804414;147.221893;30.9258081;31.32610373;45.17357849;143.0787517;30.63489354;30.67486246;39.01166147;142.4762944;10.4356;6.27051;6.64135;-1.95731;-4.62422;9.40382;2.77165;3.21493;27.33069092;29.71031574;41.39100109;144.5522549
S24;Reposo_EEG;33.5154549;29.46458716;46.83502209;128.0184104;19.30771417;14.22235353;40.7035213;89.05168953;22.72837774;21.18868016;38.09511812;99.05405908;30.0299444;24.05807801;41.20036185;106.2082125;29.21770576;24.50076998;47.14561873;144.1043695;29.97940248;29.87580182;42.27119618;131.5610209;35.91692902;32.2115123;44.17925195;135.6171766;32.50349424;29.5116055;42.53016603;133.4743383;30.03398161;26.03347264;43.50834892;130.1212983;27.30715256;23.14553531;30.82820672;88.11438573;-8.04201;3.01403;3.78593;-0.985568;-8.69676;-0.489652;-2.77175;-5.69428;29.05401569;25.42123964;41.72968119;118.5324961
S25;Reposo_EEG;20.84500338;19.64659974;34.93797343;125.2911976;14.004536;13.66014646;25.70004136;94.84325815;22.20589673;21.41098289;31.36264617;113.8380912;18.10425938;18.44311305;29.26471506;108.1484866;35.13938505;35.61178174;46.54680497;155.9910751;34.00193648;33.09763989;41.43948103;142.3240891;35.32303482;32.18202385;40.6742366;143.1718062;29.78120939;30.19387475;38.86492081;135.4890277;32.29925894;30.93520816;40.93185614;142.8966954;26.91816091;22.34840828;25.11642664;101.6051085;-4.3761;-7.08479;-8.28887;1.42611;1.89666;-3.52995;-5.82425;-1.90488;26.86226811;25.75297788;35.48391022;126.3598836
S26;Reposo_EEG;20.52269477;30.23431024;42.32592958;121.315141;11.90649593;24.90057119;36.39047952;90.0090174;18.81028827;29.01103212;37.67043095;113.8378251;17.44000134;24.81330493;31.50507375;98.25498746;29.13893223;36.27306491;47.0862657;146.2787568;29.02130949;35.23275709;40.95286863;132.2698523;28.71299824;33.41877426;38.61152167;130.1573963;27.06251419;34.96482619;39.90520304;128.3392451;30.43831424;34.76193834;40.64196269;131.4543032;20.30962131;27.49204658;27.47495491;89.37767912;-8.70536;-0.58078;-3.72406;-5.67039;5.30969;-2.0142;-1.10224;-1.55864;23.336317;31.11026259;38.25646904;118.1294204
S28;Reposo_EEG;23.29682376;21.28313756;36.33629246;101.9026786;14.32142347;12.97612103;32.27561941;74.59482718;26.50778586;24.45676993;39.41610663;106.5739932;11.02457566;14.44161936;26.08825306;68.00500082;29.35749296;31.42831957;47.92635554;148.4901362;33.85815136;34.20696394;39.89437946;133.4733509;22.93286671;27.79035896;41.05494079;126.3690969;29.2208836;28.50644097;38.6740022;127.5556886;33.1159845;33.40677975;42.87066868;135.6874967;21.10607002;23.71935435;26.62628103;88.18555565;-13.8466;-9.81439;-5.96829;-3.02005;4.99968;-9.84171;-6.68983;-5.8209;24.47420579;25.22158654;37.11628993;111.0837825
S29;Reposo_EEG;25.59970906;28.36101804;41.82692932;128.4415842;14.88146332;22.2680241;35.32776569;98.06209191;27.28753214;30.19540681;38.85263524;121.0450486;20.05912999;23.13158165;33.96025621;114.6546739;31.7121791;37.23556905;47.28970794;153.9728233;35.74088395;34.81094413;43.71344238;141.8574381;33.4688946;33.15774383;42.04039291;147.9946812;30.39608128;31.99935993;42.15220393;135.3727229;34.27480101;34.63038076;42.72337392;142.6444398;30.1225665;25.78335829;31.23148839;110.8320241;0.237468;3.20755;1.48996;1.12573;4.06508;1.40176;-3.19402;0.884079;28.3543241;30.15733866;39.91181959;129.4877528
S30;Reposo_EEG;28.50457694;26.89687358;42.67206749;127.0344461;28.31908421;22.88828664;38.48405558;101.8050352;33.99342479;27.11610303;42.14767872;124.2239907;30.30949614;25.25887157;35.0016931;105.8037601;34.13117469;35.28756882;47.60324913;155.7851684;30.94757909;32.69143785;44.05943046;143.9988158;31.150766;30.74442092;41.85636662;141.5683275;34.16681864;32.54539734;43.02791628;142.0733744;34.52671277;32.26747435;43.56524674;146.3940682;28.70085984;24.76429151;31.78761147;107.6283797;0.768445;8.16968;5.48585;2.56093;2.65078;1.02699;-3.78498;-2.97435;31.47504931;29.04607256;41.02053156;129.6315366
S31;Reposo_EEG;14.54856469;17.65074358;42.8124913;139.8399511;13.7606546;10.63618727;34.07300232;108.7612904;18.62874238;18.70702223;36.84280088;103.347154;12.58222173;16.15880658;37.82281962;117.0211783;24.030081;31.4020777;45.01093617;149.5243072;22.14496048;31.97468534;42.46670193;125.6221376;22.8497426;29.81229225;44.57751685;134.7870205;30.23905923;31.73889384;42.30830301;137.3087054;29.34939849;31.72307788;45.34363168;129.8436491;19.67556072;27.61588174;34.75006055;83.94634665;-7.12973;-9.53682;2.39224;-6.94468;-2.38227;-1.72493;-1.23702;-6.5519;20.78089859;24.74196684;40.60082643;123.000174
S32;Reposo_EEG;28.40665986;22.68037228;42.99262202;129.8796283;23.77988692;16.9144092;39.10392469;97.489636;29.55059317;23.12792226;41.78182097;122.539287;28.31241957;22.39667712;39.6016954;110.7113589;37.88403059;37.46067577;48.53806643;153.6059395;37.5303439;36.02701934;46.28520945;148.373675;36.90057838;35.06193308;45.14354751;149.1286599;36.23975956;34.34212119;45.96553647;142.5971439;37.05019279;34.25452662;45.48343265;150.0529962;34.24907019;29.1874145;38.29059261;121.5154851;6.67609;4.96465;9.47807;8.09622;3.06461;1.14911;-1.90383;2.39547;32.99035349;29.14530714;43.31864482;132.589381
S33;Reposo_EEG;21.58142721;26.18119051;42.07474651;127.4463482;17.08134608;18.3087981;36.78910607;98.85164931;25.47918574;26.45913276;40.0002484;117.9618614;18.28921048;17.09966029;31.10579762;95.38464036;33.23259802;35.48760396;47.93501782;156.4787505;33.27319014;33.51573348;41.84888035;136.900047;32.8311308;28.60290285;39.70079967;134.3774584;29.41712888;31.21605547;41.52927483;133.2147878;33.96545918;31.28488735;40.74678027;137.8912304;27.62840517;20.19152021;26.77230417;89.35509948;-8.20665;-1.93232;-1.8677;-0.0175793;3.14476;-1.65109;-7.01449;-4.09813;27.27790817;26.8347485;38.85029557;122.7861873
S34;Reposo_EEG;20.09054097;22.92545232;36.66547747;121.9629239;14.98153931;15.52700062;31.79812523;96.15579196;21.09306179;22.9965077;36.06586088;114.8778607;17.39191118;19.86467272;36.24836479;94.39822698;35.51515014;35.27668631;48.18680345;152.267193;32.43339605;32.48776463;45.75618531;135.0070502;31.0391402;33.08470659;42.44725046;118.441075;28.72536063;30.00821609;44.80780772;130.9603463;32.04033464;31.30167197;42.38625858;130.2976514;22.81547587;22.91213193;35.25984957;82.67612153;-7.98816;-5.34471;0.0705589;-1.6336;1.38067;-3.72496;-4.96557;-2.09452;25.61259108;26.63848109;39.96219835;117.7044241
S35;Reposo_EEG;13.10705315;22.90335485;26.75879854;97.20150044;11.05430809;17.56773515;18.74068699;76.63627509;16.80343861;25.36120655;29.17532054;104.9114288;11.57091395;20.31840515;21.69914334;82.72397955;32.13645028;37.20868457;43.23031787;149.8493642;36.77231836;36.12290994;40.87673974;136.7885648;33.5062481;34.22764424;36.78198336;132.444991;25.72978591;34.56156706;36.77762654;129.0611408;33.02237414;35.23252201;38.58922213;139.1700477;29.47528494;29.58362836;27.11746861;96.41039812;-7.34377;-11.3907;-16.933;-0.487277;8.31587;-9.88781;-0.776332;1.78771;24.31781755;29.30876579;31.97473077;114.5197691
S36;Reposo_EEG;23.44003902;26.37308499;42.03349894;128.8363429;19.66385502;21.26979751;39.22689192;97.40032875;25.68209511;24.23059135;41.7048371;122.2357847;22.19346037;23.45689459;37.20156421;101.2328275;36.1435446;36.68521184;48.32889976;152.0890451;33.69293695;32.61771163;44.57894712;143.3986609;32.15891838;32.22986922;42.32361264;136.7836249;33.31239399;31.64731198;43.82223656;135.8232357;34.76825286;32.12924753;44.31296106;146.4196523;27.03222894;22.66095928;33.86613979;103.7751882;-1.696;2.07716;5.22235;1.95253;3.32159;0.140731;-4.47647;-2.34213;28.80877252;28.33006799;41.73995891;126.7994691
S37;Reposo_EEG;30.81004674;33.81597562;43.07608204;141.3932384;21.89104209;27.02952193;35.22763902;110.9961404;29.65506172;28.6989831;37.67386151;117.1892465;21.65015272;25.64974406;31.90840998;104.3860134;36.36118556;37.16219762;47.05619926;155.85575;33.31786408;32.96925365;42.24483461;133.8608665;33.15517823;31.68556894;39.919747;124.5917015;28.41733156;30.63870783;39.43266075;123.8030473;35.49524234;33.85278189;43.65966369;133.0755901;21.5810178;20.06882229;27.94071552;76.23725622;-9.51714;6.51934;-0.898247;-0.123669;5.35878;1.84309;-6.3717;-3.49555;29.23341228;30.15715569;38.81398134;122.138885
S2;acuity_both;28.13309961;33.15772424;37.39589895;126.5010826;17.0988708;22.33469283;23.21275182;84.14079082;27.54984748;31.29973537;36.04144267;119.1954148;19.99591647;31.54829859;32.82446215;116.7998703;29.51918397;34.58048206;42.89577755;150.8234611;36.5762212;38.23160365;46.80640745;160.4376757;32.38344394;38.50279274;46.12787501;158.1057633;30.73579273;35.35552848;42.48449492;151.4494865;32.72726582;34.4479056;41.90154796;144.1301289;30.15172406;36.47924889;39.97474152;140.7557323;12.6046;7.05181;1.54575;0.641853;1.55995;1.92647;4.93213;8.18986;28.48713661;33.59380125;38.96654;135.2339406
S3;acuity_both;28.48650893;30.81815951;39.58690409;138.5096019;13.85924926;18.20353931;30.0071976;105.0077992;26.19306836;25.68221864;34.00412217;125.2648864;27.22489696;27.47734719;38.48756425;124.0391525;30.17910657;31.27918577;43.38203376;150.596032;35.2236796;34.43589427;43.01922654;152.5474842;35.73693685;34.71544339;44.26995763;147.2899334;32.0804083;33.93922109;45.90077053;151.0949937;30.29374871;32.3721258;41.67963916;149.9338438;33.30761445;30.62745229;37.47376681;129.637043;9.26237;5.21009;2.26068;0.799178;-3.24223;4.42936;2.78233;3.18326;29.2585218;29.95505873;39.78111825;137.392077
S5;acuity_both;25.96683786;33.40670009;44.23365357;138.9820905;20.77514944;24.48942903;30.09668958;102.7765606;22.12181073;26.00560605;36.73276092;113.7305493;23.957289;29.61084018;36.06274632;116.6273545;26.26423299;31.20844158;38.99163804;138.3074805;19.82435966;26.20940743;38.89631883;131.2394217;29.08563331;33.01985699;42.02117146;130.8802777;28.91458607;31.29183259;40.28105989;137.056878;31.02042204;33.58923774;43.73073897;134.1314024;19.10097113;22.97186524;34.29401897;94.82596292;-6.80622;5.06548;-1.43613;-7.22786;-1.53175;2.40214;2.79393;-7.36408;24.70312922;29.18032169;38.53407966;123.8557978
S6;acuity_both;30.23079949;30.46826847;39.08796279;112.7424521;18.60059112;21.22174965;28.50451566;77.59560601;26.22051888;27.24523241;32.36596215;94.34739737;29.83471991;28.7649548;37.09260831;110.8512898;29.48243199;31.86624864;42.97206661;143.9988715;31.82012108;35.08245495;43.35656604;148.1379114;35.07447751;32.73054023;42.48322218;145.4643638;34.62341476;35.41810097;46.02849381;152.9874439;32.89261496;32.8474828;39.27153774;132.8934911;32.92773308;30.9946139;36.19414788;125.3071146;2.94173;5.77709;-0.970159;1.34641;-2.76921;-2.76973;5.34334;1.48444;30.17074228;30.66396468;38.73570832;124.4325942
S7;acuity_both;24.99625725;32.51700988;41.03554478;140.0624376;13.69646946;23.53090354;35.56485653;116.5532496;22.16075198;29.40209521;39.15386663;130.2729327;19.21455236;31.08385255;41.25704516;131.1801119;22.44309806;33.06089646;45.79130214;158.5797761;26.70850169;35.79814914;45.27759122;156.3510861;26.61804071;33.54520182;43.02065291;149.9166838;31.80060708;36.35463808;46.24337419;157.6272497;31.34491662;31.78155957;42.84957848;147.1440918;26.04567986;30.32841812;38.52332071;129.9293973;11.6501;6.43145;8.0764;-5.61416;-1.55517;6.96702;2.75079;1.92932;24.50288751;31.74027244;41.87171328;141.7617017
S10;acuity_both;24.27884806;32.07097892;38.62908618;138.1669572;11.74581222;19.78947256;25.29011722;108.73735;12.57672588;26.39420764;29.41797829;122.1400847;21.63269143;31.95047259;36.30831248;123.7532285;23.76063991;32.3752163;43.13757981;159.1892042;20.60284674;33.11856165;42.24540042;153.5258242;34.90144093;37.40059206;44.64773609;151.0138663;31.67538871;33.40277872;43.99682272;152.1118847;25.36113268;30.42915499;39.08205512;146.791058;21.02704884;29.56449902;34.4332148;119.6075395;8.89831;2.1494;-2.08672;-7.03454;-4.65486;4.60457;2.88632;1.44709;22.75625754;30.64959345;37.71883031;137.5036997
S11;acuity_both;31.64225711;33.86617405;43.19450055;143.1246657;16.55322464;19.84549441;28.93770164;103.8854965;26.98298612;27.636209;32.37431574;121.1126416;25.7622968;29.73821315;40.60280576;125.9925308;28.69611738;31.62241892;41.64565536;147.9165605;35.05142594;35.43233505;41.32917751;143.7080988;34.43759186;36.13087213;44.47124143;147.1158028;31.29273166;34.25843168;45.01897473;142.6286084;32.34082401;33.25970514;39.43214043;143.4453709;31.01921263;32.29866985;35.00302998;113.9365627;5.49603;7.98173;0.138968;0.27333;-3.06617;4.8983;4.04776;3.13169;29.37786682;31.40885234;39.20095431;133.2866339
S13;acuity_both;29.68734695;29.89599099;40.62683431;132.316848;18.22470961;18.44397914;27.50663603;84.34507415;23.88609401;25.272152;32.40505944;113.24169;27.48902018;26.99118613;35.0095764;115.3920829;32.40450912;32.00742609;40.71920579;138.9362607;34.24006949;35.93565335;42.80967439;149.6588224;35.78122076;34.2067236;41.05870987;146.3588793;34.81426557;33.63064338;42.14913649;140.8425339;33.42686329;30.41236837;40.71323281;136.4821442;32.95211232;29.16356797;34.40721424;124.5559582;1.8373;3.90651;-3.2543;3.33667;-2.51493;0.325901;4.09417;1.88927;30.29062113;29.5959691;37.74052798;128.2130294
S14;acuity_both;21.64860087;29.18075439;42.46915904;111.1404962;14.92618603;18.4217975;33.12346764;84.40935507;20.01009851;24.74127953;37.69880127;95.70511713;19.86372881;25.65222285;39.64063818;106.1499325;25.8611674;29.49407605;41.70034276;146.5645768;26.0426511;30.52920241;43.42892585;134.8593918;28.03115207;31.92808222;43.66004223;138.7667672;28.87903036;33.80140626;44.39312278;141.7715133;29.39989944;31.33177961;42.27833231;135.8140523;21.77639621;26.59774766;37.61904668;103.3517135;-3.21617;-0.48391;1.7402;-7.09323;-3.55265;-2.84833;2.53162;-3.977;23.64389108;28.16783485;40.60118787;119.8532916
S16;acuity_both;19.98313094;29.32791496;42.76701826;141.7114104;15.93365829;18.98192907;32.73410882;112.6107335;23.14983944;26.76344583;38.83721481;129.6793849;19.41951662;25.69031224;39.7097973;116.6983821;23.59737971;31.73976741;44.00091079;153.0938276;26.93159249;36.89599244;45.77216807;152.8524938;24.48105844;34.6810424;45.30875709;140.5143319;31.18823722;33.26400842;46.33532802;151.3566352;32.78856007;32.47296813;43.90601863;148.2678465;28.08090736;32.49522793;42.35015642;121.1248999;9.22335;2.63754;7.8302;-4.09914;-1.33546;4.89598;2.85552;1.9498;24.55538806;30.23126088;42.17214782;136.7909946
S18;acuity_both;28.79443772;32.25325884;38.37362294;140.234086;14.37140911;17.21289322;25.65924295;90.64654097;24.95760056;25.9263988;33.04957593;125.5180764;20.71419988;25.76656429;30.76522448;130.0919812;25.42138493;28.40821407;41.58631515;139.609499;34.50089987;34.88409127;43.53031209;156.2568774;33.28239659;33.53946321;40.23389501;149.3755285;29.47518181;33.60994078;42.72384218;146.6150172;31.60101522;30.48021335;40.69287916;135.7090898;30.88598769;31.10191451;34.16775205;133.0456145;4.64536;2.52735;-3.28206;-1.23189;-4.07544;2.80322;4.37999;2.82772;27.40045134;29.31829523;37.07826619;134.7102311
S19;acuity_both;33.41388002;34.1311056;44.24807857;144.1796764;17.5552655;20.93534147;32.59720578;96.06623929;24.95787827;24.901869;35.99679619;101.5338998;23.28342732;26.4928815;33.68496148;105.3168943;28.04740191;30.17396577;42.83288796;140.3008007;32.45871359;28.60537845;40.52940777;126.151349;31.6769469;30.70697283;38.10111596;124.9418067;31.3964313;30.55461104;41.17079653;134.9701857;33.99986001;31.5771409;39.36418379;126.0074502;28.19736013;22.09480526;27.0224586;80.57967775;-12.6332;3.84074;-4.48781;-1.68848;-2.73588;0.0408515;-0.437824;-6.09146;28.4987165;28.01740718;37.55478926;118.004798
S20;acuity_both;31.04093381;31.67785793;44.51343995;138.4572715;21.16802861;18.7790879;34.69150541;102.262834;28.62400367;26.60904685;38.41122509;118.2401593;30.4986939;29.57151346;41.66908296;133.6376212;34.05727953;31.16384237;44.91613444;151.7912204;37.4772907;36.060987;45.35379981;153.1164559;37.71139892;35.96979717;45.17114361;156.5617046;35.67119864;34.35147731;46.46412026;156.6402139;34.15849044;31.09264704;44.04320855;145.5702126;35.79762824;33.5788437;41.33281267;136.1532433;12.2358;10.4109;9.01155;5.27239;-3.98873;5.84773;3.09392;4.5802;32.62049465;30.88551007;42.65664728;139.2430937
S22;acuity_both;29.17710799;34.68653706;43.95371823;145.6795161;14.89963359;23.76694705;33.9479019;111.8365547;25.86206286;31.7267086;37.647352;139.1001927;24.2861259;33.14877228;42.77251099;140.9624613;22.73308084;33.10902219;44.42634949;149.1288457;35.87057485;36.77275898;44.63964166;157.1053043;35.93014958;37.09081542;46.18610513;154.8573241;26.96419757;34.9475774;46.61867646;150.8411021;27.70565586;34.29540582;43.70704692;146.8036743;34.34823379;35.33171979;41.67226316;143.1418791;15.2255;11.3465;8.57347;-2.4439;-2.84583;10.0623;4.9694;7.39143;27.77768228;33.48762646;42.55715659;143.9456854
S24;acuity_both;25.99892349;30.84109773;44.70625678;136.8998799;16.51395184;18.70226024;33.94138758;106.0633604;24.18959992;23.67743749;37.07773994;118.4351192;23.80410729;24.19431801;37.83217745;122.4048405;32.84876779;31.79200145;43.48943867;150.6656409;36.03892689;34.45095175;43.45051782;144.2543;30.93649646;30.43516353;41.98043689;140.0660883;34.36017338;34.45161712;43.61596162;147.2949368;31.89130106;32.30713499;43.16534403;139.2927387;30.34614157;26.89445986;35.00267078;108.0155824;1.50215;3.00368;3.01046;1.03038;-1.53595;2.8504;0.92041;-0.922338;28.69283897;28.77464422;40.42619316;131.3392487
S25;acuity_both;19.38132589;27.13715818;35.52398226;127.4050677;10.81029138;20.75509995;26.24911239;92.6909773;21.91953282;25.84705216;30.66831607;114.6111424;23.48586452;23.34125576;26.62542747;95.48686415;33.86448398;36.47439738;45.13263914;152.2774409;35.83205741;35.63456611;38.37117577;135.1280947;33.73196485;33.89761547;34.09822367;131.1451439;29.0648541;33.19360067;35.33195409;126.4446618;27.76806002;34.29180032;36.95050649;139.7105712;29.15413124;27.1896059;20.0742029;87.87421768;-8.5982;-3.7229;-15.0026;-0.338738;5.36362;-3.375;-2.87868;-0.164961;26.50125662;29.77621519;32.90255403;120.2774182
S26;acuity_both;22.72896662;24.080133;39.98113971;124.2648132;16.81485397;18.31247821;34.19434988;93.59787925;23.02991821;22.76865286;38.77153154;120.3463202;14.46799854;21.24544423;31.33003846;93.07008359;28.76165732;35.14713956;46.84042265;145.5221945;29.05809161;34.81649857;44.10799928;134.4855915;22.10530661;31.2600961;41.57658782;129.466822;27.64653988;35.16680563;42.91616291;130.2887665;30.746789;33.83462266;43.52778884;138.5378982;15.38619554;28.40131183;32.48500464;92.45534367;-5.96345;-3.81784;0.76572;-6.06765;4.42569;-3.5584;-1.2232;-2.74456;23.07463173;28.50331827;39.57310257;120.2035713
S28;acuity_both;18.84097944;23.90582845;36.26242918;105.4666012;16.70144677;17.20157313;27.56522144;82.9944183;22.32199616;28.4277996;36.33867699;115.509062;14.7303553;19.47749566;29.381379;85.40816263;33.25555751;34.54174657;42.87342096;142.9368277;36.3865011;35.25557892;43.49910056;140.7245514;29.20475628;32.74370292;41.04952173;130.7707659;32.8748742;30.89231147;40.84741323;137.2381648;35.30024394;36.54104143;45.23592318;146.7485174;27.95353816;28.65354215;35.31851037;107.9899793;-3.13141;-5.14722;-3.25025;1.63497;6.80943;-5.6658;-0.114002;-0.0417489;26.75702489;28.76406203;37.83715966;119.5787051
S29;acuity_both;18.51499636;26.884113;42.09600088;125.5365898;12.98164475;17.51856814;33.22668138;87.72540241;18.48903109;25.40727179;39.8569054;117.2358763;16.2239374;21.58309848;33.01544399;113.4257237;33.01405844;34.44432803;44.95890506;146.9521399;34.45404397;33.03353243;42.822681;139.3122521;33.07314001;33.55166368;40.20151923;146.2447283;33.43375501;31.341243;40.78688024;136.8884475;34.56010575;33.93277862;43.23699307;143.2519648;30.99090658;28.60834635;33.12017847;115.2458679;-1.5943;-3.07953;-0.57437;1.72596;2.93252;-0.61701;-0.889794;-0.560802;26.57356194;28.63049435;39.33221887;127.1818993
S30;acuity_both;23.07438292;28.65578369;38.3074772;123.1840136;16.78452117;23.79730334;35.1624727;96.9824492;22.74562307;25.703699;39.89139789;122.3066327;25.24533147;28.8829134;34.35085249;101.3807049;29.11040317;34.80670302;45.48102987;153.5395549;26.53655862;30.07090127;39.65485584;144.0869695;30.88271644;34.13944054;41.86077053;141.4441249;33.81171108;32.81503045;42.63397633;141.8274285;34.05690383;34.95645633;45.26788647;147.690158;30.86155018;27.33373603;34.51372554;110.6103003;1.42748;2.66853;1.80191;-0.720163;3.58063;0.495008;-0.257379;-2.90713;27.3109702;30.11619671;39.71244449;128.3052337
S31;acuity_both;14.58517001;24.73057557;36.03480517;119.084971;14.39198552;18.49149828;27.66187386;86.78477315;15.18791763;24.47985975;38.50827744;123.0730516;15.16280643;21.8428717;29.70563716;94.03900273;29.63326573;36.25076415;43.47819027;147.215219;27.83274532;37.18513681;45.55142986;149.861704;25.11741504;35.81599012;41.34779942;141.2387629;32.24979612;35.76765046;42.19960265;139.5960571;31.15845074;36.93898846;44.99450325;152.2654626;25.23300855;34.29862233;37.51345827;121.5663117;4.67972;-5.77422;-0.194327;-2.42987;6.97188;-3.10593;3.29208;2.35064;23.05525611;30.58019576;38.69955774;127.4725316
S32;acuity_both;27.22882741;26.52405244;41.12539257;123.7789904;22.95372802;19.66416595;33.71983928;92.29397509;27.18923014;27.23191544;39.51724298;125.8803458;29.87413626;24.2308917;36.81730532;109.7996396;37.56534782;36.17061333;46.81751321;154.7056819;37.71038469;36.90447056;45.57064484;157.6443252;35.9510853;34.61951436;44.85964815;153.2174288;36.64385854;34.35588377;43.90958199;148.577299;35.41475748;35.3215906;44.64293401;154.3306871;34.84267643;31.57729464;37.58458263;138.0828763;10.491;6.08334;6.23923;7.29136;3.7824;1.28685;0.0390186;4.03617;32.53740321;30.66003928;41.4564685;135.8311249
S33;acuity_both;25.18950036;30.27861072;34.43487618;115.7207847;18.85802972;23.17947413;26.58570128;77.62539604;26.47107302;29.41007551;35.25062018;113.8183521;26.56980973;27.47223475;27.23686304;89.92849291;36.17718572;36.11378187;45.82524885;150.7492954;37.60584368;36.1146264;43.50749996;147.8396251;35.44421852;35.49920173;40.8488772;145.8208054;34.89711936;34.40047151;40.42330102;134.6176115;34.58743245;35.86379688;43.0401436;149.2912535;34.00362712;30.74610968;30.14932613;111.0965553;2.02705;3.09225;-4.27764;5.40548;7.09497;-3.61143;0.0836319;3.32907;30.98038397;31.90783832;36.73024574;123.6508172
S34;acuity_both;19.42621728;20.2900299;34.17205366;120.0083632;11.92743492;12.47553312;28.3933588;88.96634823;19.92470965;21.32384729;35.09789146;114.2553577;16.80622029;17.10982049;32.88750624;94.64164375;34.33312389;35.00925423;47.74869753;151.6580767;35.02447995;33.33085621;43.04023734;136.8398608;34.57666926;32.62865605;41.06621612;124.3601697;31.35966986;30.26577326;42.0181345;130.6425514;33.33455265;31.57362835;40.49256267;131.5956738;28.88536666;24.94041167;31.3743712;87.7396411;-8.23097;-8.92913;-5.28174;1.69493;1.94682;-5.30664;-4.73894;-1.41483;26.55984444;25.89478106;37.62910295;118.0707686
S35;acuity_both;9.449270787;18.15301057;34.07851122;119.4252598;11.42996964;12.87336229;22.32636033;82.43798088;9.802364959;18.52508592;33.05662938;119.8253111;10.57590358;12.96071684;25.06146303;84.28624018;32.01688834;33.53631255;40.97443147;141.5655903;31.95512389;37.44132324;44.51875355;147.2185906;28.13298433;28.89990001;31.79708039;117.3627154;36.72641628;33.39172828;40.97911443;128.4183717;36.357885;34.82102637;39.1972759;136.9129902;36.09092813;30.21677464;31.25933743;96.34043234;-8.38585;-16.7482;-12.1975;3.02335;6.14937;-8.1858;1.87094;-1.32328;24.25377349;26.08192407;34.32489571;117.3793483
S36;acuity_both;27.57914999;28.2225969;36.38556047;135.8512173;22.95947883;21.86693023;26.84053861;100.7175154;27.74826314;26.24050044;33.660652;125.0535785;27.02306458;24.88610396;30.94876753;114.8399273;36.67028983;37.02922753;45.5752931;149.1765255;37.40109922;37.35352922;44.05135475;149.7505778;34.77428089;36.68865805;44.90216168;148.3380316;37.20629291;36.87625341;43.82162104;147.2236059;34.85386076;37.4009535;45.40083052;149.6164317;32.8034076;34.60631972;37.80649272;124.2122386;9.42693;5.49645;2.17126;6.97559;5.76702;1.25395;3.21565;5.16204;31.90191878;32.1171073;38.93932724;134.477965
S37;acuity_both;29.29231864;28.03363373;35.03206181;135.0525137;23.45498436;16.7466552;26.24543146;102.5258911;29.38762836;22.63292288;32.37076587;126.0092682;26.47465003;22.97169037;27.93626827;108.4199202;37.09409357;33.88188635;45.41661386;153.8990997;36.4172349;33.27662909;38.0449163;143.6392459;36.52918788;32.17427927;40.25492037;138.5556305;34.43756224;30.74587063;35.47076446;132.021316;36.69625385;30.87473817;40.76742647;142.7899526;31.79801925;23.50023612;24.72788209;98.66668598;-4.30344;1.23649;-9.0451;6.52974;2.66971;-0.516303;-4.98216;-2.29473;32.15819331;27.48385418;34.6267051;128.1579524
